travelCode,userCode,name,place,days,price,total,date
56641,552,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/14/2021
43251,422,Hotel BP,Brasilia (DF),4,247.62,990.48,12/15/2022
131888,1298,Hotel Z,Aracaju (SE),1,208.04,208.04,04/08/2021
27495,264,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/16/2020
24940,242,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/10/2020
38602,370,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/01/2021
42360,412,Hotel BD,Natal (RN),1,242.88,242.88,08/04/2022
115821,1150,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/27/2020
84919,835,Hotel AU,Recife (PE),2,312.83,625.66,12/10/2020
70530,684,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020
92524,914,Hotel BD,Natal (RN),2,242.88,485.76,04/09/2020
69974,677,Hotel AU,Recife (PE),4,312.83,1251.32,03/10/2022
116560,1155,Hotel BD,Natal (RN),3,242.88,728.64,01/19/2023
81099,789,Hotel BP,Brasilia (DF),1,247.62,247.62,12/10/2020
1592,13,Hotel Z,Aracaju (SE),2,208.04,416.08,09/08/2022
115418,1147,Hotel BD,Natal (RN),1,242.88,242.88,10/27/2022
123303,1221,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/27/2020
101209,1004,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/16/2021
48291,472,Hotel A,Florianopolis (SC),3,313.02,939.06,03/19/2020
117287,1162,Hotel AU,Recife (PE),3,312.83,938.49,05/27/2021
135486,1332,Hotel BD,Natal (RN),1,242.88,242.88,03/17/2022
87748,866,Hotel K,Salvador (BH),1,263.41,263.41,10/08/2020
6110,61,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/01/2020
77075,748,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/19/2020
101,2,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/07/2019
45143,440,Hotel AU,Recife (PE),2,312.83,625.66,08/18/2022
68945,667,Hotel AU,Recife (PE),2,312.83,625.66,01/09/2020
81286,791,Hotel BD,Natal (RN),4,242.88,971.52,09/17/2020
43617,428,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/07/2019
42039,409,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/17/2020
77880,756,Hotel K,Salvador (BH),3,263.41,790.23,09/01/2022
27463,264,Hotel BD,Natal (RN),1,242.88,242.88,12/05/2019
10575,106,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/28/2021
43685,428,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021
129188,1272,Hotel Z,Aracaju (SE),3,208.04,624.12,03/05/2020
127484,1257,Hotel BP,Brasilia (DF),2,247.62,495.24,01/19/2023
78953,766,Hotel AU,Recife (PE),1,312.83,312.83,09/02/2021
44317,433,Hotel AU,Recife (PE),2,312.83,625.66,04/09/2020
111171,1102,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019
96008,949,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020
84193,826,Hotel AU,Recife (PE),4,312.83,1251.32,01/30/2020
3459,34,Hotel BD,Natal (RN),3,242.88,728.64,08/19/2021
9148,93,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/09/2020
11976,117,Hotel K,Salvador (BH),2,263.41,526.82,04/02/2020
129087,1271,Hotel BP,Brasilia (DF),1,247.62,247.62,08/20/2020
71153,690,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/14/2019
115738,1149,Hotel Z,Aracaju (SE),3,208.04,624.12,10/07/2021
129371,1273,Hotel AU,Recife (PE),3,312.83,938.49,08/06/2020
30136,287,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/01/2022
105910,1049,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/17/2021
135603,1333,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/28/2021
30110,287,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/02/2022
113967,1133,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/10/2019
13792,136,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/23/2020
15549,155,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/24/2020
95035,938,Hotel BD,Natal (RN),4,242.88,971.52,07/16/2020
41798,407,Hotel AU,Recife (PE),3,312.83,938.49,02/10/2022
8081,78,Hotel A,Florianopolis (SC),1,313.02,313.02,02/18/2021
65820,640,Hotel AU,Recife (PE),1,312.83,312.83,05/28/2020
65103,633,Hotel Z,Aracaju (SE),1,208.04,208.04,06/30/2022
25017,242,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/03/2022
88804,878,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/18/2020
114890,1142,Hotel K,Salvador (BH),4,263.41,1053.64,03/12/2020
23451,230,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/03/2019
129419,1273,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/08/2021
11026,110,Hotel AU,Recife (PE),4,312.83,1251.32,05/07/2020
1865,16,Hotel Z,Aracaju (SE),3,208.04,624.12,11/19/2020
94270,931,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/15/2021
6206,61,Hotel BD,Natal (RN),2,242.88,485.76,08/04/2022
12487,120,Hotel K,Salvador (BH),4,263.41,1053.64,05/12/2022
35238,337,Hotel K,Salvador (BH),3,263.41,790.23,10/06/2022
56810,553,Hotel BP,Brasilia (DF),3,247.62,742.86,07/02/2020
57495,560,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/05/2020
5792,57,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/23/2020
115200,1146,Hotel Z,Aracaju (SE),2,208.04,416.08,10/08/2020
54625,533,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/07/2021
102379,1015,Hotel AU,Recife (PE),2,312.83,625.66,06/25/2020
54772,534,Hotel K,Salvador (BH),2,263.41,526.82,07/23/2020
29824,284,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/20/2022
35688,341,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/27/2022
3326,32,Hotel BD,Natal (RN),3,242.88,728.64,09/08/2022
58451,570,Hotel A,Florianopolis (SC),2,313.02,626.04,06/10/2021
46169,449,Hotel AU,Recife (PE),3,312.83,938.49,06/03/2021
106544,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,05/28/2020
102376,1015,Hotel Z,Aracaju (SE),3,208.04,624.12,06/04/2020
99808,992,Hotel K,Salvador (BH),3,263.41,790.23,10/17/2019
130421,1283,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/07/2019
69801,676,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/06/2020
25854,248,Hotel BD,Natal (RN),1,242.88,242.88,10/28/2021
129185,1272,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/13/2020
82374,802,Hotel AU,Recife (PE),3,312.83,938.49,10/10/2019
5352,54,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/26/2019
126675,1253,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/16/2020
104093,1032,Hotel Z,Aracaju (SE),1,208.04,208.04,01/07/2021
90211,890,Hotel BD,Natal (RN),2,242.88,485.76,12/03/2020
36434,348,Hotel A,Florianopolis (SC),2,313.02,626.04,04/30/2020
110172,1091,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/30/2021
8710,84,Hotel BP,Brasilia (DF),4,247.62,990.48,01/21/2021
77197,750,Hotel BD,Natal (RN),3,242.88,728.64,07/02/2020
20440,199,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/26/2019
47300,459,Hotel Z,Aracaju (SE),4,208.04,832.16,09/24/2020
12938,126,Hotel A,Florianopolis (SC),1,313.02,313.02,09/01/2022
109327,1083,Hotel BP,Brasilia (DF),4,247.62,990.48,09/22/2022
55485,541,Hotel BD,Natal (RN),3,242.88,728.64,04/15/2021
60761,587,Hotel K,Salvador (BH),4,263.41,1053.64,08/27/2020
7360,70,Hotel BD,Natal (RN),1,242.88,242.88,09/24/2020
76248,742,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/23/2022
34307,328,Hotel K,Salvador (BH),4,263.41,1053.64,07/01/2021
127323,1257,Hotel BD,Natal (RN),4,242.88,971.52,12/19/2019
78939,766,Hotel AU,Recife (PE),3,312.83,938.49,05/27/2021
31674,304,Hotel BD,Natal (RN),1,242.88,242.88,01/07/2021
95699,945,Hotel BD,Natal (RN),1,242.88,242.88,03/25/2021
87846,868,Hotel A,Florianopolis (SC),1,313.02,313.02,10/01/2020
1328,11,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/25/2022
1014,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/23/2020
109558,1086,Hotel K,Salvador (BH),4,263.41,1053.64,06/18/2020
26489,254,Hotel A,Florianopolis (SC),1,313.02,313.02,09/09/2021
115043,1145,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/22/2020
788,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/30/2020
126051,1248,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/02/2020
13783,136,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/21/2019
114924,1143,Hotel AU,Recife (PE),2,312.83,625.66,10/17/2019
85061,836,Hotel K,Salvador (BH),2,263.41,526.82,09/24/2020
28623,274,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/10/2019
54837,534,Hotel K,Salvador (BH),3,263.41,790.23,10/21/2021
21942,214,Hotel A,Florianopolis (SC),2,313.02,626.04,03/26/2020
11607,113,Hotel AU,Recife (PE),1,312.83,312.83,03/11/2021
135349,1331,Hotel AU,Recife (PE),4,312.83,1251.32,04/21/2022
106831,1060,Hotel K,Salvador (BH),1,263.41,263.41,06/02/2022
124757,1231,Hotel Z,Aracaju (SE),1,208.04,208.04,08/11/2022
57331,558,Hotel AU,Recife (PE),3,312.83,938.49,09/24/2020
63027,614,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/17/2019
119832,1188,Hotel K,Salvador (BH),3,263.41,790.23,09/22/2022
24737,241,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/20/2020
46037,448,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/07/2022
44988,439,Hotel BD,Natal (RN),4,242.88,971.52,02/04/2021
114170,1135,Hotel BD,Natal (RN),3,242.88,728.64,12/22/2022
91290,900,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/30/2021
36011,343,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/29/2021
33934,325,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/21/2022
84126,825,Hotel K,Salvador (BH),4,263.41,1053.64,11/21/2019
118177,1170,Hotel AU,Recife (PE),3,312.83,938.49,04/28/2022
61768,603,Hotel K,Salvador (BH),4,263.41,1053.64,03/18/2021
5206,52,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/19/2020
123293,1221,Hotel Z,Aracaju (SE),1,208.04,208.04,06/18/2020
13642,134,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/06/2021
89918,887,Hotel BD,Natal (RN),3,242.88,728.64,06/24/2021
87759,866,Hotel AU,Recife (PE),4,312.83,1251.32,12/24/2020
39987,387,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/21/2021
95191,940,Hotel K,Salvador (BH),3,263.41,790.23,04/29/2021
45592,445,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/08/2021
16447,162,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/09/2021
113706,1130,Hotel BP,Brasilia (DF),4,247.62,990.48,10/10/2019
53098,514,Hotel BP,Brasilia (DF),3,247.62,742.86,07/09/2020
105957,1050,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/10/2019
11270,111,Hotel K,Salvador (BH),3,263.41,790.23,01/20/2022
8355,82,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/17/2020
39782,384,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/30/2021
111394,1104,Hotel K,Salvador (BH),2,263.41,526.82,04/02/2020
103933,1031,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/21/2019
83202,813,Hotel K,Salvador (BH),4,263.41,1053.64,07/16/2020
80787,786,Hotel AU,Recife (PE),2,312.83,625.66,10/21/2021
122812,1218,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/02/2020
95172,940,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/17/2020
82400,802,Hotel BP,Brasilia (DF),3,247.62,742.86,04/09/2020
18222,180,Hotel Z,Aracaju (SE),4,208.04,832.16,04/22/2021
76754,746,Hotel A,Florianopolis (SC),3,313.02,939.06,07/02/2020
115324,1147,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/07/2021
16566,165,Hotel K,Salvador (BH),1,263.41,263.41,11/21/2019
55267,540,Hotel BD,Natal (RN),4,242.88,971.52,03/26/2020
8372,82,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/14/2021
23950,234,Hotel Z,Aracaju (SE),3,208.04,624.12,12/23/2021
44912,438,Hotel K,Salvador (BH),4,263.41,1053.64,03/12/2020
101639,1008,Hotel K,Salvador (BH),2,263.41,526.82,11/12/2020
118530,1175,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/19/2019
31956,307,Hotel Z,Aracaju (SE),2,208.04,416.08,01/14/2021
109687,1086,Hotel Z,Aracaju (SE),3,208.04,624.12,12/08/2022
2414,21,Hotel Z,Aracaju (SE),1,208.04,208.04,01/20/2022
128736,1269,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020
11770,115,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/29/2021
67893,658,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/27/2021
68529,664,Hotel Z,Aracaju (SE),3,208.04,624.12,05/07/2020
11177,111,Hotel AU,Recife (PE),2,312.83,625.66,04/09/2020
51637,502,Hotel A,Florianopolis (SC),1,313.02,313.02,04/23/2020
37851,362,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/03/2020
5768,57,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/07/2019
122618,1215,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/24/2020
66160,642,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/09/2020
129084,1271,Hotel AU,Recife (PE),4,312.83,1251.32,07/30/2020
81400,793,Hotel A,Florianopolis (SC),2,313.02,626.04,11/05/2020
124579,1230,Hotel K,Salvador (BH),3,263.41,790.23,05/06/2021
24620,240,Hotel A,Florianopolis (SC),2,313.02,626.04,01/30/2020
99417,985,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/27/2021
37832,362,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/23/2020
68636,664,Hotel AU,Recife (PE),3,312.83,938.49,05/26/2022
75620,736,Hotel BD,Natal (RN),1,242.88,242.88,05/27/2021
52901,512,Hotel A,Florianopolis (SC),1,313.02,313.02,08/12/2021
134169,1320,Hotel AU,Recife (PE),2,312.83,625.66,01/05/2023
85967,847,Hotel AU,Recife (PE),1,312.83,312.83,07/29/2021
49424,484,Hotel K,Salvador (BH),4,263.41,1053.64,10/17/2019
49448,484,Hotel Z,Aracaju (SE),4,208.04,832.16,04/02/2020
8781,88,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/28/2019
88231,871,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/12/2020
30578,290,Hotel BP,Brasilia (DF),1,247.62,247.62,11/03/2022
43021,419,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/29/2021
53793,521,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/23/2020
5845,59,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/03/2019
22790,223,Hotel K,Salvador (BH),1,263.41,263.41,11/21/2019
134061,1320,Hotel BP,Brasilia (DF),2,247.62,495.24,12/10/2020
127008,1255,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/09/2020
13106,129,Hotel K,Salvador (BH),4,263.41,1053.64,01/30/2020
52698,511,Hotel BD,Natal (RN),1,242.88,242.88,05/07/2020
60404,584,Hotel BD,Natal (RN),3,242.88,728.64,04/22/2021
8692,84,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/17/2020
60760,587,Hotel BP,Brasilia (DF),3,247.62,742.86,08/20/2020
20351,197,Hotel BD,Natal (RN),1,242.88,242.88,03/19/2020
66283,642,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/18/2022
11655,114,Hotel A,Florianopolis (SC),1,313.02,313.02,11/14/2019
11254,111,Hotel K,Salvador (BH),2,263.41,526.82,09/30/2021
79513,773,Hotel BP,Brasilia (DF),4,247.62,990.48,02/11/2021
9103,92,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/31/2019
134504,1323,Hotel BP,Brasilia (DF),3,247.62,742.86,05/21/2020
95678,945,Hotel BP,Brasilia (DF),2,247.62,495.24,10/29/2020
69788,676,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/07/2020
16310,161,Hotel BD,Natal (RN),3,242.88,728.64,07/08/2021
69026,668,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/10/2020
111751,1106,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/07/2019
66317,643,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/17/2019
41173,398,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/11/2021
99255,984,Hotel BP,Brasilia (DF),3,247.62,742.86,05/07/2020
67676,656,Hotel BD,Natal (RN),3,242.88,728.64,10/24/2019
82597,805,Hotel BD,Natal (RN),4,242.88,971.52,02/20/2020
74105,718,Hotel BP,Brasilia (DF),1,247.62,247.62,07/23/2020
126197,1249,Hotel BD,Natal (RN),1,242.88,242.88,12/19/2019
31293,300,Hotel Z,Aracaju (SE),1,208.04,208.04,04/30/2020
44975,439,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/05/2020
58644,571,Hotel AU,Recife (PE),2,312.83,625.66,04/06/2023
128806,1269,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/16/2021
55912,544,Hotel BP,Brasilia (DF),4,247.62,990.48,12/29/2022
79289,772,Hotel Z,Aracaju (SE),3,208.04,624.12,05/07/2020
26202,251,Hotel AU,Recife (PE),4,312.83,1251.32,07/08/2021
78372,761,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/27/2020
42387,412,Hotel K,Salvador (BH),2,263.41,526.82,02/09/2023
31459,301,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/30/2020
76795,746,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/15/2021
103833,1029,Hotel BD,Natal (RN),1,242.88,242.88,09/23/2021
101145,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/24/2020
84375,828,Hotel AU,Recife (PE),2,312.83,625.66,06/10/2021
75902,739,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019
104813,1040,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/11/2020
48632,477,Hotel BP,Brasilia (DF),2,247.62,495.24,11/25/2021
69946,677,Hotel Z,Aracaju (SE),4,208.04,832.16,08/26/2021
92660,914,Hotel AU,Recife (PE),3,312.83,938.49,11/17/2022
34673,331,Hotel A,Florianopolis (SC),3,313.02,939.06,11/07/2019
114969,1144,Hotel AU,Recife (PE),4,312.83,1251.32,12/12/2019
85787,846,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/08/2021
92436,912,Hotel K,Salvador (BH),2,263.41,526.82,05/26/2022
11147,110,Hotel AU,Recife (PE),2,312.83,625.66,09/01/2022
112285,1112,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/20/2021
18834,185,Hotel K,Salvador (BH),3,263.41,790.23,01/20/2022
115983,1150,Hotel BD,Natal (RN),4,242.88,971.52,04/06/2023
24005,234,Hotel BP,Brasilia (DF),1,247.62,247.62,01/12/2023
85196,837,Hotel K,Salvador (BH),2,263.41,526.82,04/23/2020
81049,789,Hotel BD,Natal (RN),1,242.88,242.88,12/26/2019
7322,70,Hotel K,Salvador (BH),4,263.41,1053.64,01/02/2020
21686,212,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/24/2020
123186,1220,Hotel K,Salvador (BH),2,263.41,526.82,01/06/2022
108126,1073,Hotel BD,Natal (RN),2,242.88,485.76,05/14/2020
96191,951,Hotel BP,Brasilia (DF),4,247.62,990.48,02/04/2021
93127,919,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/16/2021
33646,323,Hotel AU,Recife (PE),1,312.83,312.83,12/17/2020
57493,560,Hotel BD,Natal (RN),1,242.88,242.88,02/20/2020
1435,12,Hotel BD,Natal (RN),4,242.88,971.52,01/07/2021
42794,417,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/06/2020
88999,879,Hotel A,Florianopolis (SC),3,313.02,939.06,09/10/2020
104852,1040,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/11/2021
104176,1033,Hotel K,Salvador (BH),3,263.41,790.23,10/08/2020
56924,553,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/08/2022
62249,607,Hotel A,Florianopolis (SC),2,313.02,626.04,09/24/2020
19704,192,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/06/2020
24522,239,Hotel BP,Brasilia (DF),2,247.62,495.24,09/02/2021
20566,202,Hotel AU,Recife (PE),2,312.83,625.66,04/23/2020
6558,64,Hotel A,Florianopolis (SC),3,313.02,939.06,06/25/2020
103914,1029,Hotel AU,Recife (PE),4,312.83,1251.32,04/13/2023
71451,693,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/09/2021
69795,676,Hotel BP,Brasilia (DF),2,247.62,495.24,06/25/2020
48844,479,Hotel AU,Recife (PE),3,312.83,938.49,03/19/2020
95249,940,Hotel BP,Brasilia (DF),1,247.62,247.62,06/09/2022
105800,1048,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/05/2022
56421,549,Hotel BP,Brasilia (DF),2,247.62,495.24,05/27/2021
51663,502,Hotel BP,Brasilia (DF),2,247.62,495.24,10/22/2020
53777,521,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020
79483,773,Hotel BP,Brasilia (DF),4,247.62,990.48,07/16/2020
125025,1234,Hotel AU,Recife (PE),2,312.83,625.66,02/13/2020
104682,1039,Hotel AU,Recife (PE),3,312.83,938.49,04/22/2021
129896,1279,Hotel BD,Natal (RN),4,242.88,971.52,04/07/2022
74742,726,Hotel Z,Aracaju (SE),2,208.04,416.08,04/09/2020
134792,1324,Hotel Z,Aracaju (SE),2,208.04,416.08,02/03/2022
76339,743,Hotel BD,Natal (RN),2,242.88,485.76,02/11/2021
125831,1243,Hotel AU,Recife (PE),2,312.83,625.66,12/17/2020
38522,369,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/22/2022
2540,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/27/2020
90160,890,Hotel Z,Aracaju (SE),1,208.04,208.04,12/12/2019
110597,1096,Hotel Z,Aracaju (SE),3,208.04,624.12,10/22/2020
120179,1193,Hotel Z,Aracaju (SE),1,208.04,208.04,10/03/2019
373,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/21/2022
28565,273,Hotel Z,Aracaju (SE),3,208.04,624.12,04/22/2021
62280,607,Hotel A,Florianopolis (SC),1,313.02,313.02,04/29/2021
83803,822,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/26/2019
128207,1263,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/10/2021
118559,1175,Hotel K,Salvador (BH),4,263.41,1053.64,07/09/2020
53874,521,Hotel BP,Brasilia (DF),1,247.62,247.62,11/11/2021
109089,1082,Hotel BD,Natal (RN),2,242.88,485.76,02/13/2020
22313,219,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/04/2020
44091,431,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/11/2021
24957,242,Hotel AU,Recife (PE),3,312.83,938.49,01/07/2021
4827,47,Hotel BD,Natal (RN),3,242.88,728.64,02/24/2022
52457,509,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/07/2021
8766,87,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/26/2019
54053,523,Hotel BD,Natal (RN),4,242.88,971.52,07/09/2020
70716,685,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/06/2020
114032,1135,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/30/2020
57515,560,Hotel Z,Aracaju (SE),3,208.04,624.12,07/23/2020
75145,730,Hotel A,Florianopolis (SC),2,313.02,626.04,11/26/2020
85121,836,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/18/2021
108461,1076,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/30/2021
123599,1223,Hotel AU,Recife (PE),4,312.83,1251.32,05/07/2020
83676,820,Hotel BP,Brasilia (DF),2,247.62,495.24,09/17/2020
127673,1259,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/30/2021
113206,1123,Hotel AU,Recife (PE),1,312.83,312.83,08/12/2021
51134,498,Hotel AU,Recife (PE),3,312.83,938.49,02/20/2020
79704,775,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022
58971,573,Hotel AU,Recife (PE),1,312.83,312.83,03/24/2022
12185,119,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/13/2020
1018,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020
25440,245,Hotel BP,Brasilia (DF),1,247.62,247.62,09/23/2021
99600,989,Hotel Z,Aracaju (SE),1,208.04,208.04,12/10/2020
64670,630,Hotel BD,Natal (RN),4,242.88,971.52,07/08/2021
7026,67,Hotel BP,Brasilia (DF),1,247.62,247.62,05/12/2022
126128,1248,Hotel BP,Brasilia (DF),1,247.62,247.62,09/23/2021
5363,54,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/12/2019
21283,208,Hotel AU,Recife (PE),4,312.83,1251.32,03/31/2022
38998,374,Hotel K,Salvador (BH),4,263.41,1053.64,10/17/2019
71995,700,Hotel BP,Brasilia (DF),4,247.62,990.48,05/14/2020
88410,873,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/04/2021
129207,1272,Hotel AU,Recife (PE),2,312.83,625.66,07/16/2020
88106,870,Hotel AU,Recife (PE),2,312.83,625.66,08/06/2020
131202,1290,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/23/2021
93415,922,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/18/2021
93531,923,Hotel Z,Aracaju (SE),1,208.04,208.04,01/30/2020
79265,772,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/21/2019
84279,827,Hotel A,Florianopolis (SC),1,313.02,313.02,12/05/2019
5980,60,Hotel A,Florianopolis (SC),2,313.02,626.04,08/26/2021
70655,684,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/21/2022
77300,751,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/05/2021
62731,611,Hotel BP,Brasilia (DF),1,247.62,247.62,09/01/2022
104816,1040,Hotel BP,Brasilia (DF),4,247.62,990.48,07/02/2020
62944,613,Hotel AU,Recife (PE),2,312.83,625.66,05/28/2020
104444,1036,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/25/2021
118121,1170,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/01/2021
14232,142,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/26/2020
102882,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/27/2020
